"IDFolio";"IDPersona";"AgnoNacimiento";"IDSexo";"IDRelacionJefeHogar";"IDEstudios";"IDLugarEstudios";"IDTituloProfesional";"IDActividad";"IDJornadaTrabajo";"Ingreso";"IDTipoIngreso";"Observaciones";"EfectuaViajes";"NumeroViajes";"Factor"
15015008;1;1960;1;0;3;0;0;3;3;180000;1;"POR MOTIVOS PERSONALES ESTA EN STGO REGRESA EL LUNES 16 DE AGOSTO";0;0;29,80
15015008;2;1949;2;1;3;0;0;11;0;0;0;"AL IGUAL QUE EN TODAS MIS VISITAS  AH ESTADO EN CAMA ENFERMA";0;0;26,71
15015008;3;1977;1;2;3;0;0;5;1;230000;1;"LUEGO DE VARIAS VISITAS NO FUE ENTREVISTADO PERSONALMENTE";1;2;29,80
15015008;4;1990;1;2;3;0;0;5;1;180000;1;"NA";1;2;23,77
15015009;1;1970;1;0;3;0;0;5;1;390000;1;"ESTABA TURNO 4X3 EN LA CORDILLERA REGRESO VIERNES 12 AGOSTO";0;0;21,72
15015009;2;1971;2;1;3;0;0;11;0;0;0;"no salio por la lluvia confirmado por telefono";0;0;19,47
15015009;3;1991;2;2;3;0;0;11;0;0;0;"NA";1;4;19,67
15015009;4;1992;1;2;3;4;0;14;0;0;0;"";1;2;26,01
15015009;5;1995;2;2;3;4;0;14;0;0;0;"NO FUE A CLASES POR MOTIVOS PERSONALES";1;2;26,07
15015009;6;2004;1;3;2;2;0;14;0;0;0;"NA";1;2;18,41
15015012;1;1958;1;0;4;0;0;4;1;400000;1;"TRABAJA EN LA CORDILLERA TURNO 7X7 REGRESA EL SABADO EN LA NOCHE";0;0;29,32
15015012;2;1966;2;1;3;0;0;11;0;0;0;"NO SALIO POR LA LLUVIA";0;0;26,28
15015012;3;1984;2;2;4;0;0;4;1;230000;1;"NA";1;2;26,55
15015012;4;2002;1;2;2;4;0;14;0;0;0;"NO FUE A CLASES POR LA LLUVIA";0;0;24,85
15015012;5;2007;1;2;2;2;0;14;0;0;0;"NO FUE A CLASES POR ESTAR ENFERMO";0;0;21,02
15015017;1;1981;2;0;4;0;0;4;1;240000;1;"NA";1;4;26,99
15015017;2;1997;2;2;3;4;0;14;0;0;0;"NA";1;4;30,19
15015017;3;2005;1;2;2;3;0;14;0;0;0;"no cancela psaje
no lo enviaron a clases por estar enfermo";1;4;25,25
15015017;4;2009;2;2;1;0;0;13;0;0;0;"NA";1;2;24,78
15021007;1;1971;2;0;5;0;1;3;2;240000;1;"NA";1;4;26,71
15021007;2;1992;2;2;3;4;0;14;0;0;0;"NO FUE ENTREVISTAD PERSOBNALMENTE";1;2;35,76
15021007;3;1999;1;2;3;4;0;14;0;0;0;"NA";1;2;25,25
15021007;4;1946;2;3;5;0;1;11;0;180000;1;"esta con licencia";0;0;26,71
15021009;1;1972;1;0;3;0;0;5;1;200000;1;"NA";1;3;21,48
15021009;2;1978;2;1;3;0;0;11;0;0;0;"NA";1;2;19,26
15021009;3;2009;1;2;1;0;0;13;0;0;0;"na";1;2;15,40
15021021;1;1940;1;0;3;0;0;3;2;95000;1;"NA";1;4;38,55
15025016;1;1967;1;0;3;0;0;4;1;220000;1;"NA";1;2;21,72
15025016;2;1972;2;1;4;0;0;5;2;110000;1;"NA";1;6;19,47
15025016;3;1990;2;2;4;4;0;14;0;0;0;"NA";1;2;19,67
15025016;4;1997;1;2;3;4;0;14;0;0;0;"NA";1;2;18,41
15025016;5;1990;1;3;4;0;0;4;1;190000;1;"TUVO DESCANSO";1;2;17,33
15025016;6;2009;1;3;1;0;0;13;0;0;0;"na";1;2;15,58
15025020;1;1968;1;0;3;0;0;5;1;200000;1;"NA";1;2;29,80
15025020;2;1972;2;1;4;0;0;11;0;0;0;"NA";1;2;26,71
15025020;3;1992;2;2;4;0;0;11;0;0;0;"NA";1;2;35,76
15025020;4;2009;1;2;1;0;0;13;0;0;0;"na";1;2;21,37
15025023;1;1954;1;0;3;0;0;5;1;195000;1;"na";1;2;21,72
15025023;2;1955;2;1;3;0;0;11;0;0;0;"NA";1;4;19,47
15025023;3;1976;2;2;7;0;1;1;1;360000;1;"NA";1;2;19,47
15025023;4;1997;2;3;3;4;0;14;0;0;0;"NA";1;2;22,01
15025023;5;1999;2;3;3;4;0;14;0;0;0;"NA";1;2;22,01
15025023;6;2007;1;3;2;2;0;14;0;0;0;"NO CANCELA PASAJE";1;2;15,58
15025033;1;1959;2;0;3;0;0;11;0;0;0;"NNA";1;2;26,71
15025033;2;1979;2;2;7;0;1;1;1;400000;1;"NA";1;2;26,71
15025033;3;1996;1;2;3;4;0;14;0;0;0;"NA";1;2;35,67
15025033;4;2006;1;3;1;0;0;13;0;0;0;"NA";1;2;21,37
15028007;1;1960;1;0;3;0;0;4;1;450000;1;"NA";1;2;21,72
15028007;2;1961;2;1;3;0;0;11;0;0;0;"NA";1;2;19,47
15028007;3;1990;1;2;6;6;0;14;0;0;0;"NA";1;4;17,33
15028007;4;1984;2;2;6;6;0;14;0;0;0;"NO FUE A CLASES
NO FUE ENTREVISTADA PERSONALMENTE";1;2;19,67
15028007;5;2002;2;2;2;4;0;14;0;0;0;"No fue a clases por la lluvia";1;2;22,01
15028007;6;1992;1;3;4;4;0;14;0;0;0;"NO FUE ENTREVISTADO PERSONALMENETE";1;4;26,01
15028007;7;2006;2;3;2;3;0;14;0;0;0;"NO CANCELA PASAJE
no fue a clases por la lluvia";1;2;18,06
15028010;1;1933;1;0;3;0;0;9;0;60000;1;"estaba en puerto caldera y luego se ira a chaÃƒÂ±arcillo por un trabajo temp";0;0;38,55
15028011;1;1943;2;0;3;0;0;3;1;80000;1;"ESTABA ENFERMA Y NO SALIO POR LA LLUVIA";0;0;44,33
15028014;1;1965;2;0;3;0;0;5;1;180000;1;"SE ENCONTRABA TRABJANDO EN LA CORDILLERA  SECTOR CASALE REGRESO DOMINGO 15 AGOST";0;0;19,47
15028014;2;1971;1;1;3;0;0;4;1;240000;1;"NO FUE ENTREVISTADO PERSONALMENTE POR PROBLEMAS PERSONALES";1;2;21,72
15028014;3;1985;2;2;3;0;0;11;0;0;0;"na";1;2;19,67
15028014;4;1973;1;3;3;0;0;5;1;240000;1;"na";1;2;21,72
15028014;5;2003;2;3;2;4;0;14;0;0;0;"NO FUE A CLASES POR LA LLUVIA";1;2;22,01
15028014;6;2004;2;3;2;4;0;14;0;0;0;"NO CANCELA PSAJE Y NO FUE A CLASES";1;2;22,01
15028014;7;2008;2;3;1;0;0;13;0;0;0;"NO SALIO  POR LA LLUVIA";0;0;18,06
15035003;1;1974;1;0;4;0;0;4;1;550000;1;"trabaja en calama";0;0;21,48
15035003;2;1974;2;1;5;0;1;11;0;0;0;"no salio nada que hacer ese dia llovio...";0;0;19,26
15035003;3;1993;2;2;4;4;0;14;0;0;0;"
na";1;2;25,78
15035004;1;1956;2;0;4;0;0;3;1;300000;1;"";1;2;19,26
15035004;2;1985;2;2;7;0;1;1;1;180000;1;"";1;4;19,46
15035004;3;2009;1;3;1;0;0;13;0;0;0;"";1;2;15,40
15035005;1;1977;1;0;4;0;0;4;1;320000;1;"esta de viaje en limache";0;0;29,80
15035005;2;1967;2;1;5;0;0;11;0;0;0;"esta de viaje en limache por salud de la hija...";0;0;26,71
15035005;3;1991;1;2;4;4;0;14;0;0;0;"";1;4;23,77
15035005;4;2009;2;2;1;0;0;13;0;0;0;"esta de viaje por salud";0;0;24,78
15042002;1;1962;1;0;4;0;0;4;1;230000;1;"";1;2;24,84
15042002;2;1958;2;1;4;0;0;4;1;180000;1;"dia descanso";1;2;22,27
15042003;1;1956;1;0;3;0;0;4;1;320000;1;"no salio esta con descanso...";0;0;24,84
15042003;2;1956;2;1;4;0;0;4;1;210000;1;"";1;2;22,27
15042008;1;1967;1;0;3;0;0;4;1;410000;1;"mejorar la locomocion...";1;5;29,80
15042008;2;1969;2;1;4;0;0;11;0;0;0;"no salio nada que hacer";0;0;26,71
15042008;3;1989;1;2;5;0;1;4;1;430000;1;"trabaja en antofagasta...";0;0;23,77
15042008;4;1992;2;2;4;4;0;14;0;0;0;"";1;2;35,76
15042009;1;1953;1;0;3;0;0;7;3;270000;1;"";1;2;29,32
15042009;2;1955;2;1;3;0;0;11;0;0;0;"nada que hacer";0;0;26,28
15042009;3;1998;2;3;3;4;0;14;0;0;0;"no salieron suspendieron las clases";0;0;29,70
15042009;4;2004;2;3;2;3;0;14;0;0;0;"no salio suspendieron las ckases";0;0;29,70
15042009;5;2007;2;3;1;0;0;13;0;0;0;"no ssalio";0;0;24,38
15046015;1;1968;1;0;4;0;0;4;1;320000;1;"dias descanso";1;3;21,72
15046015;2;1967;2;1;4;0;0;4;1;210000;1;"esta con licencia";1;4;19,47
15046015;3;1988;1;2;4;0;0;4;1;210000;1;"";1;4;17,33
15046015;4;1990;2;2;6;6;0;14;0;170000;1;"es asi trabaja y estudia";1;3;19,67
15046015;5;2005;1;2;2;3;0;14;0;0;0;"no salio esta enfermo con licencia";0;0;18,41
15046015;6;2007;1;3;2;2;0;14;0;0;0;"esta enfermo";0;0;15,58
15046015;7;1990;1;3;4;0;0;4;1;250000;1;"dias libres";0;0;17,33
15046018;1;1972;2;0;4;0;0;7;3;210000;1;"es asi espera 20 minutos";1;4;26,28
15046018;2;1989;1;2;4;0;0;4;1;430000;1;"trabaja en mantos de oro 7x7";0;0;23,39
15046018;3;1997;1;2;3;4;0;14;0;0;0;"";1;2;24,85
15046018;4;2004;2;2;2;3;0;14;0;0;0;"";1;2;29,70
15046018;5;2007;2;2;1;0;0;13;0;0;0;"";1;2;24,38
15046020;1;1968;1;0;4;0;0;3;2;320000;1;"";1;6;29,80
15046020;2;1971;2;1;3;0;0;11;0;0;0;"";1;2;26,71
15046020;3;1989;2;2;5;0;1;13;0;0;0;"
no salio nada que hacer...";0;0;26,99
15046020;4;2005;1;2;2;3;0;14;0;0;0;"";1;2;25,25
15049006;1;1955;1;0;7;0;1;4;1;420000;1;"NA";1;3;29,80
15049006;2;1968;2;1;4;0;0;4;2;190000;1;"NA";1;9;26,71
15049006;3;1999;2;2;3;4;0;14;0;0;0;"na";1;3;30,19
15049006;4;2005;1;2;2;2;0;14;0;0;0;"NO CANCELA PASAJE ";1;4;25,25
15049008;1;1935;2;0;1;0;0;6;3;60000;1;"NA";1;2;25,61
15049008;2;1980;1;3;3;0;0;5;1;200000;1;"transita en bicicleta";1;2;21,48
15049008;3;1992;1;3;3;0;0;12;0;0;0;"no quiso salir ..no fue entrevistado personalmente ya que tiene horario ni frecu";0;0;25,72
15049009;1;1955;2;0;3;0;0;6;2;170000;1;"NA";1;4;22,27
15049009;2;1993;2;2;4;4;0;14;0;0;0;"NA";1;2;29,81
15049016;1;1936;2;0;3;0;0;9;0;60000;1;"NO SALIO POR EL FRIO Y SE SENTIA MAL";0;0;29,61
15049016;2;1952;1;2;3;0;0;9;0;54000;1;"TIENE UNA PENSION DE INVALIDES...NO SALE A MENUDO SUFRE LEVE RETARDO MENTAL";0;0;24,84
15053008;1;1958;1;0;3;0;0;5;1;190000;1;"NA";1;2;29,80
15053008;2;1960;2;1;3;0;0;11;0;0;0;"NA";1;2;26,71
15053008;3;2001;1;3;2;4;0;14;0;0;0;"NA";1;2;25,25
15053008;4;2006;1;3;1;0;0;13;0;0;0;"No cancela pasaje en colectivo";1;2;21,37
15053015;1;1972;1;0;6;0;0;4;1;290000;1;"NA";1;3;29,32
15053015;2;1972;2;1;5;0;1;4;1;280000;1;"NA";1;5;26,28
15053015;3;1998;2;2;3;4;0;14;0;0;0;"NA";1;4;29,70
15053015;4;2001;1;2;2;4;0;14;0;0;0;"na";1;4;24,85
15053015;5;2006;2;2;2;3;0;14;0;0;0;"NA";1;4;24,38
15053016;1;1977;1;0;3;0;0;5;1;400000;1;"TRABAJA EN MINA SAN ANDRES TURNO 5X2 REGRESA EL SABADO EN LA NOCHE";0;0;24,84
15053016;2;1981;2;1;6;0;0;4;1;290000;1;"NA";1;8;22,50
15053017;1;1947;1;0;3;0;0;3;2;240000;1;"NA";1;4;21,48
15053017;2;1953;2;1;3;0;0;11;0;0;0;"NO QUISO SALIR A NADA";0;0;19,26
15053017;3;1980;1;2;4;0;0;5;1;190000;1;"viaja como chofer y no tiene licencia";1;2;21,48
15056016;1;1959;1;0;3;0;0;7;3;100000;1;"esta haciendo un pololito...";1;4;29,80
15056016;2;1959;2;1;3;0;0;11;0;0;0;"no salio nada que hacer";0;0;26,71
15056016;3;1988;1;2;4;0;0;4;1;180000;1;"";1;2;23,77
15056016;4;1993;2;2;4;4;0;14;0;0;0;"";1;2;35,76
15056018;1;1983;1;0;4;0;0;3;1;160000;1;"trabaja como comerciante ambulante";1;3;17,14
15056018;2;1990;2;1;4;0;0;4;1;200000;1;"";1;5;19,46
15056018;3;2008;2;2;1;0;0;13;0;0;0;"es bebe no paga pasaje";1;2;17,86
15056020;1;1959;1;0;4;0;0;4;1;420000;1;"esta con descanso";1;4;21,72
15056020;2;1956;2;1;3;0;0;11;0;0;0;"";1;4;19,47
15056020;3;1983;1;2;4;0;0;4;1;270000;1;"esta con dias descanso...";0;0;17,33
15056020;4;1986;2;2;5;0;1;1;1;250000;1;"";1;2;19,67
15056020;5;1986;2;3;4;0;0;4;1;250000;1;"espera 15 minutos";1;2;19,67
15056020;6;1991;1;3;5;0;0;4;1;300000;1;"";1;2;17,33
15056020;7;2007;1;3;2;2;0;14;0;0;0;"no salio estaba lloviendo";0;0;15,58
15064017;1;1962;1;0;4;0;0;3;2;500000;1;"";1;2;29,80
15064017;2;1961;2;1;4;0;0;11;0;0;0;"";1;2;26,71
15064017;3;1988;2;2;5;0;1;12;0;0;0;"";1;2;26,99
15064017;4;2002;1;3;3;4;0;14;0;0;0;"";1;2;25,25
15064021;1;1959;1;0;4;0;0;3;2;430000;1;"trabaja en mina lidia 1en cuesta cardones";0;0;29,32
15064021;2;1961;2;1;3;0;0;3;1;250000;1;"";1;4;26,28
15064021;3;1983;2;2;6;0;0;4;1;250000;1;"es asi trabaja";1;6;26,55
15064021;4;1987;2;2;4;0;0;11;0;0;0;"no salio tenia su hija enferma";0;0;26,55
15064021;5;2005;2;3;2;3;0;14;0;0;0;"no salio estaba enferma...";0;0;29,70
15068002;1;1976;1;0;4;0;0;4;1;290000;1;"REGRESA AL OTRO DIA";1;2;21,72
15068002;2;1979;2;1;3;0;0;11;0;0;0;"NA";1;6;19,47
15068002;3;1998;1;2;2;4;0;14;0;0;0;"na";1;2;18,41
15068002;4;2002;1;2;2;4;0;14;0;0;0;"NA";1;2;18,41
15068002;5;2005;2;2;2;2;0;14;0;0;0;"NA";1;2;22,01
15068002;6;2004;2;2;2;3;0;14;0;0;0;"NA";1;2;22,01
15068002;7;1986;2;3;4;0;0;4;1;260000;1;"NA";1;2;19,67
15068004;1;1940;2;0;3;0;0;11;0;0;0;"LINEA 24 NO RESPETA SU RECORRIDO .";1;2;25,61
15068004;2;1945;1;1;1;0;0;5;1;180000;1;"NA";1;4;22,27
15068004;3;1975;1;2;4;0;0;5;1;170000;1;"na";1;4;21,48
15068006;1;1951;2;0;3;0;0;6;3;140000;1;"NA
";1;2;22,27
15068006;2;1993;1;2;4;0;0;5;1;300000;1;"no es entrevistado personalmente por encontrarse hospitalizado en la mutual ";1;2;29,74
15072013;1;1961;1;0;3;0;0;4;1;240000;1;"viajes de victor prtenecen a judith y vice versa";1;3;29,80
15072013;2;1965;2;1;4;0;0;4;1;210000;1;"";1;2;26,71
15072013;3;1990;2;2;4;8;0;14;0;0;0;"
";1;2;26,99
15072013;4;2008;2;3;2;2;0;14;0;0;0;"";1;2;24,78
15072014;1;1940;2;0;4;0;0;11;0;89000;1;"una jubilacion";1;2;44,33
15077017;1;1970;2;0;4;0;0;4;1;250000;1;"";1;5;19,26
15077017;2;1984;1;1;4;0;0;4;1;390000;1;"";1;9;17,14
15077017;3;2008;1;2;2;2;0;14;0;0;0;"";1;3;15,40
15077019;1;1958;2;0;4;0;0;11;0;0;0;"na";1;2;26,71
15077019;2;1960;1;1;4;0;0;4;1;350000;1;"";1;2;29,80
15077019;3;1993;2;2;4;4;0;14;0;0;0;"na";1;2;35,76
15077019;4;1985;1;2;4;0;0;4;1;350000;1;"esta en salamanca por trabajo...";0;0;23,77
15077020;1;1960;2;0;3;0;0;7;2;180000;1;"es asi trabaja";1;2;19,26
15077020;2;1987;1;2;4;0;0;12;0;0;0;"se encuentra cesante";1;2;17,14
15077020;3;1990;1;2;6;6;0;14;0;0;0;"";1;3;17,14
15084045;1;1974;1;0;4;0;0;4;1;250000;1;"esta con descanso";1;2;21,48
15084045;2;1984;2;1;3;0;0;7;3;150000;1;"";1;2;19,46
15084045;3;1998;2;2;3;4;0;14;0;200000;1;"";1;2;21,76
15084046;1;1959;2;0;3;0;0;11;0;0;0;"no salio";0;0;19,26
15084046;2;1955;1;1;3;0;0;4;1;210000;1;"";1;2;21,48
15084046;3;1988;2;2;4;0;0;4;1;190000;1;"";1;2;19,46
15084047;1;1956;1;0;3;0;0;3;1;260000;1;"";1;4;29,32
15084047;2;1964;2;1;3;0;0;11;0;0;0;"";1;2;26,28
15084047;3;1987;1;2;6;0;0;4;1;240000;1;"DIA LIBRE";1;3;23,39
15084047;4;1990;1;2;6;6;0;14;0;0;0;"
";1;6;23,39
15084047;5;1991;2;2;4;0;0;12;0;0;0;"";1;3;26,55
15084048;1;1960;1;0;3;0;0;4;1;380000;1;"ESTA DE VIAJE POR DUELO EN LA SERENA";0;0;29,80
15084048;2;1963;2;1;4;0;0;11;0;0;0;"ESTA DE VIAJE EN LA SERENA POR DUELO FAMILIAR...";0;0;26,71
15084048;3;1989;1;2;6;0;1;7;3;312000;1;"no salio trabaja en hacienda pulido s . N  TIERRA AMARILLA";0;0;23,77
15084048;4;1991;1;2;4;0;0;12;0;0;0;"no salio ";0;0;23,77
15088009;1;1956;1;0;4;0;0;3;1;500000;1;"NA";1;2;29,32
15088009;2;1963;2;1;4;0;0;11;0;0;0;"NA";1;3;26,28
15088009;3;1989;2;2;6;0;0;4;2;180000;1;"TRABAJA Y ESTUDIA";1;4;26,55
15088009;4;1991;1;2;4;4;0;14;0;0;0;"NO FUE A CLASES POR ESTAR CONVALECIENTE";1;7;23,39
15088009;5;2006;2;3;2;2;0;14;0;0;0;"TAMBIEN CANCELA PASAJE
la mama no la quiso enviar a clases";1;3;24,38
15088012;1;1942;2;0;3;0;0;11;0;0;0;"NA";1;2;29,61
15088012;2;1965;1;2;4;0;0;5;1;250000;1;"NA";1;2;24,84
15092011;1;1984;1;0;4;0;0;12;0;0;0;"";1;2;17,33
15092011;2;1988;2;1;4;0;0;7;3;210000;1;"";1;2;19,67
15092011;3;2005;1;2;2;3;0;14;0;0;0;"";1;2;18,41
15092011;4;2006;1;2;1;0;0;13;0;0;0;"no salio";0;0;15,58
15092011;5;1960;1;3;3;0;0;4;1;240000;1;"";1;2;21,72
15092011;6;1963;2;3;3;0;0;4;1;250000;1;"";1;2;19,47
15092011;7;2000;2;3;3;4;0;14;0;0;0;"";1;2;22,01
15092012;1;1952;1;0;4;0;0;9;0;330000;1;"";1;2;21,48
15092012;2;1952;2;1;5;0;1;11;0;0;0;"no salio nada que hacer";0;0;19,26
15092012;3;1982;1;2;4;0;0;4;2;350000;1;"trabajaba de nochero...";1;3;17,14
15092029;1;1960;1;0;4;0;0;4;1;250000;1;"";1;2;21,72
15092029;2;1959;2;1;4;0;0;11;0;0;0;"
";1;2;19,47
15092029;3;1986;1;2;4;0;0;4;1;230000;1;"trabaja en rancagua...";0;0;17,33
15092029;4;1988;2;2;4;0;0;4;1;200000;1;"esta con licencia...";1;2;19,67
15092029;5;1991;2;2;3;4;0;14;0;0;0;"";1;2;19,67
15092029;6;2005;2;3;3;4;0;14;0;0;0;"";1;2;22,01
15092029;7;2010;1;3;1;0;0;13;0;0;0;"";1;2;15,58
15092034;1;1942;1;0;3;0;0;9;0;101000;1;"";1;4;22,52
15092034;2;1968;2;2;4;0;0;4;1;190000;1;"";1;3;19,47
15092034;3;1990;1;3;4;0;0;12;0;0;0;"se encuentra cesante";1;8;17,33
15092034;4;1991;1;3;4;0;0;4;1;350000;1;"esta de nochero";1;3;17,33
15092034;5;1990;2;3;4;0;0;4;1;190000;1;"";1;4;19,67
15092034;6;2007;2;3;2;2;0;14;0;0;0;"";1;2;18,06
15096003;1;1980;1;0;4;0;0;4;1;240000;1;"";1;4;29,32
15096003;2;1979;2;1;6;0;0;11;0;0;0;"
";1;4;26,28
15096003;3;2003;1;2;3;4;0;14;0;0;0;"";1;2;24,85
15096003;4;1948;1;3;3;0;0;4;1;430000;1;"";1;2;29,32
15096003;5;1942;2;3;3;0;0;9;0;90000;1;"";1;2;34,95
15096007;1;1953;1;0;4;0;0;3;1;340000;1;"viaje trasnoche maneja un colectivo";1;4;29,32
15096007;2;1956;2;1;4;0;0;11;0;0;0;"esta de viaje en vallenar";0;0;26,28
15096007;3;1988;2;2;6;6;0;14;0;0;0;"";1;2;26,55
15096007;4;2002;1;3;3;4;0;14;0;0;0;"
";1;2;24,85
15096007;5;2007;1;3;1;0;0;13;0;0;0;"no salio";0;0;21,02
15096020;1;1955;2;0;4;0;0;11;0;220000;1;"SE FUE DE VIAJE A LA SERENA...";1;4;19,26
15096020;2;2001;2;3;3;4;0;14;0;0;0;"SE QUEDO EN CASA DE LA TIA...";1;2;21,76
15096020;3;2008;1;3;1;0;0;13;0;0;0;"SE QUEDO EN CASA DE LA TIA...";1;1;15,40
15102008;1;1944;1;0;4;0;0;4;1;200000;1;"NA";1;4;22,27
15102008;2;1950;2;1;3;0;0;4;1;195000;1;"na";1;2;19,26
15102008;3;1971;1;2;3;0;0;4;1;200000;1;"NA";1;4;21,48
15102022;1;1944;1;0;4;0;0;4;1;300000;1;"estuvo trabajndo en su casa";0;0;22,27
15102022;2;1956;2;1;4;0;0;4;1;270000;1;"NA";1;2;19,26
15102022;3;1987;1;2;6;6;0;14;0;0;0;"NA";1;2;17,14
15102026;1;1958;1;0;4;0;0;4;1;400000;1;"REGRESA AL OTRO DIA";1;2;29,80
15102026;2;1961;2;1;4;0;0;11;0;0;0;"SE QUEDO CON EL BEBE";0;0;26,71
15102026;3;1980;2;2;7;0;1;11;0;0;0;"NA";1;6;26,71
15102026;4;2009;1;3;1;0;0;13;0;0;0;"no lo sacaron";0;0;21,37
15107013;1;1959;1;0;5;0;1;1;1;540000;1;"trabaja en vallenar ";0;0;29,80
15107013;2;1964;2;1;5;0;1;11;0;0;0;"camina lento";1;3;26,71
15107013;3;1994;1;2;4;4;0;14;0;0;0;"";1;2;35,67
15107013;4;1996;1;2;3;4;0;14;0;0;0;"";1;2;35,67
15107027;1;1970;2;0;7;0;1;11;0;150000;1;"";1;2;26,28
15107027;2;1977;1;1;4;0;0;4;1;350000;1;"";1;2;29,32
15107027;3;1992;1;2;4;4;0;14;0;0;0;"";1;2;35,10
15107027;4;1997;2;2;3;4;0;14;0;0;0;"";1;2;29,70
15107027;5;1999;1;2;3;4;0;14;0;0;0;"";1;2;24,85
15107030;1;1961;2;0;5;0;1;4;1;250000;1;"esta con licencia...";1;6;26,71
15107030;2;1955;1;1;4;0;0;4;1;320000;1;"dia descanso";1;8;29,80
15107030;3;1987;1;2;4;0;0;7;3;430000;1;"esta con dias descanso y no salio estaba con caÃƒÂ±a...";0;0;23,77
15107030;4;1999;2;2;3;4;0;14;0;0;0;"";1;2;30,19
15107032;1;1941;1;0;3;0;0;9;0;350000;1;"esta con descanso";1;7;25,75
15107032;2;1951;2;1;4;0;0;4;1;190000;1;"trabajo turno de noxe";1;7;22,27
15108001;1;1954;1;0;3;0;0;5;1;240000;1;"NA";1;4;21,72
15108001;2;1961;2;1;3;0;0;11;0;0;0;"NA";1;2;19,47
15108001;3;1978;1;2;3;0;0;5;1;400000;1;"na";1;2;21,72
15108001;4;1979;2;2;3;0;0;11;0;0;0;"NA";1;8;19,47
15108001;5;1999;1;2;3;4;0;14;0;0;0;"NA";1;2;18,41
15108001;6;1976;1;3;3;0;0;5;1;400000;1;"trabaja fuera de copiapo regresa el 11 de septiembre";0;0;21,72
15108001;7;1997;1;3;3;4;0;14;0;0;0;"na";1;2;18,41
15108001;8;2000;1;3;3;4;0;14;0;0;0;"NA";1;2;18,41
15108001;9;2005;2;3;2;3;0;14;0;0;0;"NA";1;2;22,01
15108001;10;2009;2;3;1;0;0;13;0;0;0;"NA";1;8;18,06
15108001;11;1929;1;3;3;0;0;9;0;60000;1;"NA";1;2;22,52
15108026;1;1965;2;0;4;0;0;11;0;0;0;"NA";1;2;26,71
15108026;2;1987;1;2;4;0;0;4;1;300000;1;"ESTABA EN MINA SAN JOSE COMO RESCATISTA";0;0;23,77
15108026;3;1991;2;2;4;4;0;14;0;0;0;"NA";1;2;26,99
15108026;4;2009;2;3;1;0;0;13;0;0;0;"SE QUEDO EN CASA";0;0;24,78
15113006;1;1956;1;0;4;0;0;4;1;230000;1;"NA";1;4;24,84
15113006;2;1959;2;1;4;0;0;11;0;0;0;"NA";1;4;22,27
15113007;1;1961;2;0;4;0;0;11;0;0;0;"LINEA MICRO 4 EL FLUJO ES DESCONTINUO Y TARDIO";1;2;19,26
15113007;2;1981;2;2;7;0;1;1;1;400000;1;"DESPUES DE 3 VISITAS NO FUE ENTREVISTADA PERSONALMENTE";1;4;19,46
15113007;3;1984;2;2;5;0;1;4;1;390000;1;"NO SE TIENE CLARO EL RECORRIDO DE LA LINEA 2 YA QUE LO REALIZAN A SU VOLUNTAD ";1;6;19,46
15113019;1;1945;1;0;4;0;0;3;2;230000;1;"NA";1;2;22,52
15113019;2;1949;2;1;4;0;0;4;1;300000;1;"NA";1;2;19,47
15113019;3;1972;2;2;4;0;0;4;1;270000;1;"NO FUE ENTREVISTADA  PERSONALMENTE";1;2;19,47
15113019;4;1974;1;2;4;0;0;4;1;300000;1;"NA";1;4;21,72
15113019;5;1978;1;2;4;0;0;4;1;250000;1;"NO FUE ENTREVISTADO PERSONALMENTE";1;2;21,72
15113019;6;1995;2;3;4;4;0;14;0;0;0;"NA";1;2;26,07
15113022;1;1964;2;0;4;0;0;4;1;220000;1;"NA";1;4;26,28
15113022;2;1983;1;2;7;0;1;4;1;415000;1;"NA";1;4;23,39
15113022;3;1992;1;2;4;4;0;14;0;0;0;"NO FUE ENTREVISTADO PERSONALMENTE";1;2;35,10
15113022;4;1984;2;3;4;0;0;11;0;0;0;"NA";1;4;26,55
15113022;5;2003;1;3;2;4;0;14;0;0;0;"camina 8 cuadras para llegar al auto";1;2;24,85
16001001;1;1955;1;0;7;0;1;4;1;800000;1;"";1;4;29,86
16001001;2;1959;2;1;4;0;0;11;0;0;0;"";1;3;27,24
16001001;3;1985;2;2;6;6;0;14;0;0;0;"";1;3;19,86
16001001;4;1980;1;2;6;6;0;14;0;60000;1;"luego de asistir a la universidad trabaja como propinero en el supermercado";1;4;29,86
16001008;1;1968;1;0;4;0;0;4;1;800000;1;"";1;4;29,86
16001008;2;1971;2;1;4;0;0;11;0;0;0;"";0;0;27,24
16001008;3;1994;2;2;4;4;0;14;0;0;0;"";1;2;28,83
16001008;4;1996;1;2;3;4;0;14;0;0;0;"";1;2;27,65
16001020;1;1961;1;0;7;0;0;3;1;350000;1;"el ultimo viaje fue realizado en horas del dia siguiente";1;17;21,54
16001020;2;1976;2;1;5;0;1;3;1;350000;1;"";1;6;19,64
16001020;3;1994;1;2;4;4;0;14;0;0;0;"";1;6;19,94
16001020;4;2001;1;2;3;4;0;14;0;0;0;"";1;2;30,37
16001020;5;1940;2;3;3;0;0;9;0;0;0;"";1;2;49,10
16001024;1;1976;2;0;5;0;1;11;0;0;0;"";1;5;19,64
